customerID,SeniorCitizen,gender,tenure,MonthlyCharges,Contract,InternetService,TechSupport,TotalCharges,Churn
9134-CEQMF,1,Male,7,89.5,Month-to-month,Fiber optic,No,676.7,Yes
8985-OOPOS,0,Female,1,74.1,One year,DSL,Yes,74.1,No
8800-ZKRFW,0,Female,30,107.5,Month-to-month,Fiber optic,Yes,3242.5,No
2616-FLVQC,0,Male,64,19.55,Two year,No,No internet service,1240.15,No
9968-FFVVH,0,Male,63,68.8,One year,DSL,Yes,4111.35,No
3108-PCCGG,1,Male,72,84.45,Two year,DSL,No,5899.85,No
7993-PYKOF,0,Male,8,75.0,Month-to-month,Fiber optic,No,632.95,Yes
8390-FESFV,0,Female,62,84.5,Two year,DSL,Yes,5193.2,No
3022-BEXHZ,0,Male,67,111.2,Two year,Fiber optic,Yes,7530.8,No
5027-XWQHA,0,Male,6,44.75,Month-to-month,DSL,No,270.95,Yes
6248-TKCQV,0,Female,70,80.6,Two year,DSL,Yes,5460.2,No
6729-GDNGC,1,Female,20,80.7,Month-to-month,Fiber optic,No,1614.2,No
6198-ZFIOJ,0,Female,5,75.6,Month-to-month,Fiber optic,No,402.5,No
5989-OMNJE,0,Female,24,57.6,One year,DSL,No,1367.75,No
4566-QVRRW,0,Female,11,44.05,Month-to-month,DSL,No,483.7,Yes
1291-CUOCY,0,Male,72,110.6,Two year,Fiber optic,Yes,7962.2,No
9795-SHUHB,0,Female,66,58.2,Two year,DSL,Yes,3810.8,No
3230-IUALN,0,Female,45,81.0,Two year,DSL,Yes,3533.6,No
0042-RLHYP,0,Female,69,19.7,Two year,No,No internet service,1396.9,No
8519-IMDHU,1,Male,15,85.6,Month-to-month,Fiber optic,No,1345.55,Yes
4945-RVMTE,0,Female,28,59.55,Month-to-month,DSL,No,1646.45,No
0201-OAMXR,0,Female,70,115.55,One year,Fiber optic,Yes,8127.6,Yes
1866-NXPSP,0,Female,36,75.55,One year,DSL,Yes,2680.15,No
3372-KWFBM,1,Male,16,86.6,Month-to-month,Fiber optic,No,1281,Yes
7831-QGOXH,0,Female,18,85.2,Month-to-month,Fiber optic,No,1553.9,Yes
6393-WRYZE,0,Female,34,97.65,Month-to-month,Fiber optic,No,3207.55,Yes
3941-XTSKM,0,Male,42,45.1,One year,DSL,No,2049.05,No
1661-CZBAU,0,Male,48,70.95,One year,DSL,Yes,3629.2,No
6599-RCLCJ,0,Male,47,109.55,Month-to-month,Fiber optic,Yes,5124.55,Yes
9831-BPFRI,0,Female,39,89.55,One year,Fiber optic,Yes,3474.45,Yes
5158-RIVOP,0,Female,11,20.9,Two year,No,No internet service,202.3,No
9788-YTFGE,0,Male,7,19.95,Month-to-month,No,No internet service,147.5,No
9277-JOOMO,0,Female,3,24.6,Month-to-month,No,No internet service,86.35,No
1907-YLNYW,0,Male,8,66.7,Month-to-month,DSL,No,579,No
1725-MIMXW,0,Male,1,19.45,Month-to-month,No,No internet service,19.45,Yes
8947-YRTDV,0,Male,32,94.8,One year,Fiber optic,No,3131.55,No
3161-ONRWK,0,Male,60,65.85,One year,DSL,Yes,3928.3,No
0114-RSRRW,0,Female,10,19.95,Month-to-month,No,No internet service,187.75,No
4565-NLZBV,0,Female,71,24.65,Two year,No,No internet service,1710.15,No
0031-PVLZI,0,Female,4,20.35,Month-to-month,No,No internet service,76.35,Yes
7206-GZCDC,1,Female,1,69.25,Month-to-month,Fiber optic,No,69.25,Yes
6682-VCIXC,0,Female,43,51.25,One year,DSL,Yes,2151.6,No
4791-QRGMF,0,Male,59,99.5,One year,Fiber optic,No,5961.1,Yes
6475-VHUIZ,0,Female,23,54.25,Month-to-month,DSL,Yes,1221.55,No
3910-MRQOY,0,Female,72,19.4,Two year,No,No internet service,1496.45,No
0661-WCQNQ,0,Male,22,56.25,One year,DSL,Yes,1292.2,No
7537-RBWEA,0,Female,1,25.15,Month-to-month,DSL,No,25.15,No
4656-CAURT,0,Male,69,23.95,Two year,No,No internet service,1713.1,No
0121-SNYRK,0,Male,50,35.4,One year,DSL,Yes,1748.9,No
1768-ZAIFU,1,Female,1,25.2,Month-to-month,DSL,No,25.2,Yes
4671-LXRDQ,0,Male,2,45.0,Month-to-month,DSL,No,96.45,Yes
3733-LSYCE,0,Female,15,75.35,Month-to-month,Fiber optic,No,1114.55,No
6265-FRMTQ,0,Male,31,20.4,Two year,No,No internet service,609.1,No
1934-SJVJK,0,Male,1,20.15,Month-to-month,No,No internet service,20.15,Yes
3838-OZURD,0,Male,66,105.0,Month-to-month,Fiber optic,No,7133.25,Yes
1371-DWPAZ,0,Female,0,56.05,Two year,DSL,Yes, ,No
9269-CQOOL,0,Male,3,54.7,Month-to-month,DSL,No,169.45,Yes
2017-CCBLH,0,Female,8,20.0,Two year,No,No internet service,141.6,No
7690-KPNCU,0,Male,64,73.05,One year,DSL,No,4688.65,No
0536-BGFMZ,0,Female,28,20.5,Month-to-month,No,No internet service,563.05,No
2293-IJWPS,0,Female,57,100.75,One year,Fiber optic,No,5985,No
2845-HSJCY,0,Female,14,87.25,Month-to-month,Fiber optic,No,1258.6,Yes
5469-NUJUR,0,Male,19,19.95,Two year,No,No internet service,373.5,No
1184-PJVDB,0,Male,10,79.95,Month-to-month,Fiber optic,No,857.2,Yes
2625-TRCZQ,0,Female,51,49.65,Month-to-month,DSL,No,2553.35,No
4102-HLENU,0,Female,67,65.65,Two year,DSL,No,4322.85,No
7266-GSSJX,0,Male,11,20.45,Month-to-month,No,No internet service,250.8,No
7722-VJRQD,0,Male,72,60.95,Two year,DSL,Yes,4549.05,No
7073-QETQY,0,Male,66,20.35,One year,No,No internet service,1359.5,No
9415-DPEWS,0,Female,18,88.35,Month-to-month,Fiber optic,Yes,1639.3,Yes
5624-RYAMH,0,Female,9,19.5,Month-to-month,No,No internet service,178.85,No
0196-JTUQI,0,Female,9,75.2,Month-to-month,Fiber optic,No,633.85,No
7130-YXBRO,0,Male,48,111.45,Month-to-month,Fiber optic,No,5315.1,No
9272-LSVYH,0,Male,10,70.15,Month-to-month,Fiber optic,No,735.5,No
7943-RQCHR,0,Female,9,94.75,Month-to-month,Fiber optic,No,889.9,Yes
3793-MMFUH,1,Female,13,95.05,Month-to-month,Fiber optic,No,1290,Yes
3249-ZPQRG,0,Male,4,78.45,Month-to-month,Fiber optic,No,330.05,Yes
2568-BRGYX,0,Male,4,70.2,Month-to-month,Fiber optic,No,237.95,Yes
3084-DOWLE,0,Female,72,92.0,Two year,DSL,Yes,6474.4,No
1084-MNSMJ,0,Female,51,85.5,Two year,DSL,Yes,4421.95,No
7721-JXEAW,0,Male,59,41.05,Month-to-month,DSL,No,2452.7,Yes
7249-WBIYX,0,Male,10,85.6,Month-to-month,Fiber optic,No,813.85,Yes
4238-HFHSN,1,Male,61,82.15,Month-to-month,Fiber optic,No,4904.85,No
6250-CGGUN,0,Male,54,84.4,One year,Fiber optic,Yes,4484.05,No
5478-JJVZK,0,Female,33,60.9,Month-to-month,DSL,No,2033.85,No
7596-IIWYC,0,Female,27,20.25,Two year,No,No internet service,538.2,No
6567-HOOPW,1,Female,1,79.2,Month-to-month,Fiber optic,No,79.2,Yes
9793-WECQC,0,Male,23,95.3,Month-to-month,Fiber optic,No,2192.9,No
4291-HPAXL,0,Male,1,19.85,Month-to-month,No,No internet service,19.85,No
8999-YPYBV,0,Male,45,84.35,Two year,DSL,Yes,3858.05,No
1839-FBNFR,0,Female,39,19.85,Two year,No,No internet service,854.8,No
3164-AALRN,0,Male,5,70.0,One year,DSL,No,347.4,Yes
3071-MVJCD,0,Male,72,82.3,Two year,DSL,Yes,5815.15,No
1697-BCSHV,0,Female,58,66.8,Month-to-month,DSL,No,3970.4,No
0562-KBDVM,0,Female,70,44.6,Two year,DSL,Yes,3058.15,No
1131-SUEKT,0,Male,61,98.45,One year,Fiber optic,Yes,6145.2,No
3717-OEAUQ,0,Male,2,70.7,Month-to-month,Fiber optic,No,129.2,No
4538-WNTMJ,0,Female,46,24.95,One year,No,No internet service,1165.9,No
3334-CTHOL,0,Female,1,49.95,Month-to-month,DSL,No,49.95,Yes
4704-ERYFC,0,Female,22,69.25,Month-to-month,Fiber optic,No,1554,Yes
9432-RUVSL,0,Female,48,102.5,Two year,Fiber optic,Yes,4904.25,No
8060-HIWJJ,0,Male,64,86.55,Two year,DSL,Yes,5632.55,No
7684-XSZIY,0,Male,72,24.3,Two year,No,No internet service,1643.25,No
9089-UOWJG,0,Female,12,58.35,Month-to-month,DSL,No,740.55,No
8621-MNIHH,1,Female,34,94.25,Month-to-month,Fiber optic,No,3217.55,Yes
8039-ACLPL,0,Female,72,68.75,Two year,DSL,No,4888.2,No
9885-AIBVB,0,Male,29,85.8,Month-to-month,Fiber optic,No,2440.25,No
1934-MKPXS,0,Male,33,20.1,One year,No,No internet service,620.55,No
2592-YKDIF,0,Female,1,20.35,Month-to-month,No,No internet service,20.35,No
2272-JKMSI,0,Female,62,110.8,One year,Fiber optic,Yes,6840.95,No
0471-LVHGK,0,Male,41,73.0,One year,DSL,No,3001.2,Yes
9518-RWHZL,0,Female,64,100.05,One year,Fiber optic,No,6254.2,Yes
8714-CTZJW,0,Female,4,82.85,Month-to-month,Fiber optic,No,319.6,No
3569-EDBPQ,0,Female,24,84.35,Month-to-month,Fiber optic,Yes,1938.05,No
3131-NWVFJ,0,Female,14,19.55,One year,No,No internet service,294.5,No
7521-YXVZY,0,Male,3,19.95,Month-to-month,No,No internet service,58.3,No
5419-CONWX,1,Female,4,99.8,Month-to-month,Fiber optic,No,442.85,Yes
6240-EURKS,0,Female,18,35.0,Month-to-month,DSL,No,553,Yes
2373-NTKOD,0,Male,8,66.25,Month-to-month,DSL,No,546.45,No
1970-KKFWL,0,Female,35,23.3,Two year,No,No internet service,797.1,No
6960-HVYXR,0,Female,1,76.0,Month-to-month,Fiber optic,No,76,Yes
9337-SRRNI,0,Male,66,25.3,Two year,No,No internet service,1673.8,No
0895-UADGO,0,Male,8,44.55,Two year,DSL,Yes,343.45,No
5678-VFNEQ,0,Female,71,104.1,One year,Fiber optic,No,7412.25,No
5977-CKHON,0,Female,43,92.55,Month-to-month,Fiber optic,No,4039,No
7024-OHCCK,1,Female,2,93.85,Month-to-month,Fiber optic,No,170.85,Yes
2692-BUCFV,1,Male,29,101.45,Month-to-month,Fiber optic,No,2948.6,No
7861-UVUFT,0,Female,15,84.3,Month-to-month,Fiber optic,No,1308.4,Yes
1830-GGFNM,0,Male,65,94.55,Two year,Fiber optic,Yes,6078.75,No
5302-BDJNT,0,Male,35,95.5,Month-to-month,Fiber optic,Yes,3418.2,No
5223-UZAVK,0,Male,64,100.3,One year,Fiber optic,No,6603.8,No
4859-ZSRDZ,0,Female,58,55.5,Two year,DSL,Yes,3166.9,No
5651-WYIPH,1,Female,18,49.85,Month-to-month,DSL,No,865.75,No
9350-VLHMB,0,Male,67,89.55,Month-to-month,Fiber optic,No,6373.1,No
3498-LZGQZ,0,Male,63,19.15,Two year,No,No internet service,1177.05,No
8785-CJSHH,0,Female,60,99.8,Month-to-month,Fiber optic,No,5985.75,No
5357-TZHPP,1,Male,9,84.4,Month-to-month,Fiber optic,No,732.5,Yes
3870-SPZSI,0,Female,70,113.05,Two year,Fiber optic,Yes,7869.05,No
0680-DFNNY,0,Male,15,101.1,Month-to-month,Fiber optic,No,1504.05,Yes
7560-QRBXH,0,Female,48,19.95,One year,No,No internet service,936.7,No
7077-XJMET,0,Male,12,74.15,Month-to-month,DSL,Yes,741.4,No
8752-GHJFU,1,Male,71,92.0,One year,Fiber optic,Yes,6585.2,No
6896-SRVYQ,1,Male,44,73.85,Month-to-month,Fiber optic,No,3122.4,No
7767-UXAGJ,0,Male,1,50.45,Month-to-month,DSL,No,50.45,Yes
4652-ODEVH,0,Male,45,24.45,Two year,No,No internet service,1088.25,No
6510-UPNKS,0,Female,23,24.8,One year,No,No internet service,615.35,No
6718-BDGHG,0,Female,43,64.85,One year,DSL,Yes,2908.2,No
9046-DQMTP,0,Male,35,20.75,Month-to-month,No,No internet service,739.9,No
6439-LAJXL,0,Male,9,68.95,Month-to-month,DSL,Yes,593.85,No
1571-SAVHK,0,Male,12,99.95,Month-to-month,Fiber optic,Yes,1132.75,Yes
9052-VKDUW,1,Female,65,109.4,Month-to-month,Fiber optic,No,7227.45,No
9546-CQJSU,0,Female,2,91.4,Month-to-month,Fiber optic,No,193.6,Yes
1666-JZPZT,0,Male,27,49.0,Month-to-month,DSL,No,1291.35,No
5777-KJIRB,0,Female,40,50.25,One year,DSL,No,2023.55,No
0506-LVNGN,1,Female,5,75.55,Month-to-month,Fiber optic,No,349.65,Yes
7677-SJJJK,0,Male,8,19.9,One year,No,No internet service,153.95,No
2480-EJWYP,1,Female,58,97.8,One year,Fiber optic,No,5458.8,No
3253-HKOKL,0,Female,52,100.3,One year,Fiber optic,No,5244.45,No
7055-HNEOJ,0,Male,3,55.8,Month-to-month,DSL,Yes,154.55,No
5514-YQENT,0,Male,41,111.15,Two year,Fiber optic,Yes,4507.15,No
3211-AAPKX,0,Male,20,98.55,Month-to-month,Fiber optic,Yes,2031.95,No
8445-DNBAE,0,Male,1,50.05,Month-to-month,DSL,No,50.05,No
2951-QOQTK,0,Male,4,80.8,Month-to-month,Fiber optic,Yes,332.45,Yes
2958-NHPPS,0,Male,23,20.85,Month-to-month,No,No internet service,473.9,No
6806-YDEUL,1,Female,6,19.5,Month-to-month,No,No internet service,106.8,No
1735-XMJVH,0,Male,8,19.35,Month-to-month,No,No internet service,152.6,No
6890-PFRQX,0,Male,18,69.5,Month-to-month,DSL,No,1199.4,No
0222-CNVPT,1,Male,52,48.8,Month-to-month,DSL,No,2555.05,No
5899-OUVKV,0,Male,31,94.5,Month-to-month,Fiber optic,No,2979.2,No
8681-ICONS,0,Male,29,20.65,Month-to-month,No,No internet service,654.85,No
1621-YNCJH,0,Female,36,106.05,Two year,Fiber optic,Yes,3834.4,No
3473-XIIIT,0,Female,16,100.0,Month-to-month,Fiber optic,No,1534.75,Yes
6362-QHAFM,0,Male,42,108.3,One year,Fiber optic,Yes,4586.15,No
7893-IXHRQ,0,Male,1,20.55,Month-to-month,No,No internet service,20.55,Yes
3070-BDOQC,0,Female,60,99.65,Two year,Fiber optic,No,5941.05,No
2952-QAYZF,0,Male,5,85.3,Month-to-month,Fiber optic,No,424.15,Yes
6234-PFPXL,0,Male,22,95.9,Month-to-month,Fiber optic,Yes,2234.95,No
9824-QCJPK,0,Male,36,20.0,One year,No,No internet service,666.75,No
4763-PGDPO,0,Female,4,70.4,Month-to-month,Fiber optic,No,281,Yes
4283-IVYCI,0,Male,9,64.95,Month-to-month,DSL,Yes,547.8,No
1866-OBPNR,0,Male,1,74.6,Month-to-month,Fiber optic,No,74.6,No
8205-MQUGY,0,Male,12,49.2,Month-to-month,DSL,No,571.15,No
8970-ANWXO,0,Female,23,73.75,One year,DSL,Yes,1756.6,No
9480-BQJEI,0,Male,62,92.3,One year,Fiber optic,No,5731.45,No
5394-SVGJV,0,Male,37,98.8,Month-to-month,Fiber optic,Yes,3475.55,Yes
6979-TNDEU,0,Female,8,19.2,Month-to-month,No,No internet service,156.85,No
9777-WJJPR,0,Male,31,88.65,Month-to-month,Fiber optic,No,2683.2,No
9283-LZQOH,0,Male,13,74.4,Month-to-month,Fiber optic,No,896.75,Yes
7079-QRCBC,0,Female,24,98.75,Month-to-month,Fiber optic,No,2407.3,Yes
9495-SKLKD,0,Male,45,95.95,Month-to-month,Fiber optic,No,4456.65,No
6048-UWKAL,1,Female,69,105.4,Two year,Fiber optic,Yes,6998.95,No
5067-DGXLL,0,Male,2,20.25,Month-to-month,No,No internet service,36.8,No
5469-CTCWN,0,Male,61,106.0,One year,Fiber optic,No,6547.7,Yes
9851-QXEEQ,0,Male,41,104.7,Month-to-month,Fiber optic,No,4346.4,Yes
6281-FKEWS,0,Female,44,49.05,One year,DSL,No,2265,No
8898-KASCD,0,Male,39,35.55,One year,DSL,Yes,1309.15,No
9242-TKFSV,0,Male,72,65.1,Two year,DSL,Yes,4754.3,No
9290-SHCMB,1,Female,13,96.85,Month-to-month,Fiber optic,No,1235.55,No
0743-HNPFG,0,Female,51,69.75,One year,DSL,Yes,3562.5,No
2277-BKJKN,1,Female,71,99.2,Two year,Fiber optic,No,7213.75,No
9809-IMGCQ,1,Male,22,96.7,Month-to-month,Fiber optic,No,2082.95,Yes
5208-HFSBT,0,Female,2,55.05,Month-to-month,DSL,Yes,102.75,Yes
5035-PGZXH,0,Female,56,106.8,One year,Fiber optic,No,5914.4,No
8695-WDYEA,0,Male,1,51.25,Month-to-month,DSL,No,51.25,No
6543-JXSOO,0,Female,23,57.75,One year,DSL,Yes,1282.85,No
8016-ZMGMO,1,Female,66,70.85,One year,DSL,No,4738.85,No
8605-ITULD,0,Female,1,19.55,Month-to-month,No,No internet service,19.55,No
3254-YRILK,1,Male,19,88.2,Month-to-month,Fiber optic,No,1775.8,Yes
6416-YJTTB,0,Male,11,79.5,Month-to-month,Fiber optic,No,795.65,No
2667-WYLWJ,0,Female,8,19.75,One year,No,No internet service,145,Yes
4472-VESGY,0,Female,52,98.15,Month-to-month,Fiber optic,No,4993.4,No
3195-TQDZX,0,Male,3,20.25,Month-to-month,No,No internet service,61.45,No
3128-YOVTD,0,Female,51,79.15,Month-to-month,Fiber optic,No,4018.55,No
0529-ONKER,1,Male,15,75.65,Month-to-month,Fiber optic,No,1146.65,Yes
1728-CXQBE,1,Male,64,94.25,Month-to-month,Fiber optic,No,6081.4,No
7041-TXQJH,0,Female,37,40.2,Month-to-month,DSL,No,1478.85,No
5014-GSOUQ,0,Male,13,19.95,Two year,No,No internet service,243.65,No
5724-BIDBU,0,Male,49,55.35,One year,DSL,No,2633.95,No
0481-SUMCB,1,Female,45,102.15,One year,Fiber optic,No,4735.35,No
1769-GRUIK,0,Female,18,71.1,Month-to-month,Fiber optic,No,1247.75,No
5240-IJOQT,1,Male,1,74.7,Month-to-month,Fiber optic,No,74.7,Yes
8819-WFGGJ,0,Male,68,54.1,Two year,DSL,No,3794.5,No
7427-AUFPY,0,Male,54,19.65,Two year,No,No internet service,1008.7,No
2811-POVEX,1,Female,23,88.45,Month-to-month,Fiber optic,No,2130.55,No
1092-GANHU,0,Male,17,76.65,Month-to-month,Fiber optic,No,1313.55,Yes
7898-PDWQE,0,Male,71,80.4,Two year,DSL,Yes,5727.15,No
9972-EWRJS,0,Female,67,19.25,Two year,No,No internet service,1372.9,No
9314-IJWSQ,0,Female,14,84.8,Month-to-month,Fiber optic,No,1203.9,No
0661-XEYAN,1,Female,1,25.8,Month-to-month,DSL,No,25.8,Yes
5799-JRCZO,0,Female,63,19.5,Two year,No,No internet service,1215.1,No
1921-KYSAY,0,Female,41,68.6,One year,DSL,Yes,2877.05,No
6198-RTPMF,0,Female,17,92.6,Month-to-month,Fiber optic,No,1579.7,No
2924-KHUVI,0,Male,56,100.55,One year,Fiber optic,No,5514.95,No
1925-GMVBW,0,Female,5,20.55,Month-to-month,No,No internet service,96.1,No
7881-EVUAD,0,Female,2,42.6,Month-to-month,DSL,No,72.4,Yes
6184-DYUOB,0,Female,3,19.6,Month-to-month,No,No internet service,55.25,No
9207-ZPANB,0,Male,37,67.45,One year,DSL,Yes,2443.3,No
5766-XQXMQ,0,Female,29,68.85,Month-to-month,DSL,No,1970.5,Yes
9327-QSDED,0,Male,8,43.55,Month-to-month,DSL,No,335.4,No
1656-DRSMG,0,Female,63,109.85,Month-to-month,Fiber optic,Yes,7002.95,No
3012-VFFMN,0,Female,7,20.65,Month-to-month,No,No internet service,158.95,No
2984-AFWNC,0,Female,3,95.4,Month-to-month,Fiber optic,No,293.15,No
0640-YJTPY,0,Male,72,21.0,Two year,No,No internet service,1493.75,No
8096-LOIST,0,Female,19,56.2,Month-to-month,DSL,No,1093.4,No
9764-REAFF,0,Female,59,18.4,Two year,No,No internet service,1057.85,No
3703-VAVCL,0,Male,2,90.0,Month-to-month,Fiber optic,Yes,190.05,Yes
7107-UBYKY,0,Female,35,25.75,Month-to-month,No,No internet service,882.55,No
4881-GQJTW,0,Male,14,19.6,Month-to-month,No,No internet service,300.4,No
8519-QJGJD,0,Female,14,75.35,Month-to-month,Fiber optic,No,1025.95,Yes
7876-DNYAP,0,Female,69,19.8,Two year,No,No internet service,1436.95,No
7905-NJMXS,1,Male,7,64.2,Month-to-month,DSL,Yes,475,No
2882-WDTBA,0,Male,69,75.75,Two year,DSL,Yes,5388.15,No
2091-GPPIQ,0,Female,72,78.95,Two year,DSL,Yes,5730.15,No
6326-MTTXK,0,Male,8,100.85,Month-to-month,Fiber optic,No,819.55,Yes
5071-FBJFS,0,Female,4,50.3,Month-to-month,DSL,No,217.1,No
2796-UUZZO,0,Male,63,80.3,Month-to-month,Fiber optic,No,4896.35,No
2429-AYKKO,0,Male,72,19.85,Two year,No,No internet service,1434.1,No
9798-OPFEM,0,Female,46,21.1,Two year,No,No internet service,937.1,No
0330-IVZHA,0,Female,5,69.95,Month-to-month,Fiber optic,No,330.15,Yes
3794-NFNCH,0,Male,30,50.0,Month-to-month,DSL,No,1474.9,No
5193-QLVZB,0,Male,63,104.75,Two year,Fiber optic,No,6536.5,No
7114-AEOZE,0,Female,60,19.85,Two year,No,No internet service,1128.1,No
2886-KEFUM,0,Female,63,107.5,One year,Fiber optic,No,6873.75,Yes
5522-NYKPB,0,Male,25,85.9,Month-to-month,Fiber optic,Yes,2199.05,No
4237-RLAQD,0,Male,1,45.85,Month-to-month,DSL,No,45.85,Yes
9957-YODKZ,1,Male,6,80.8,Month-to-month,Fiber optic,No,457.1,No
6518-KZXCB,0,Male,22,25.25,Two year,No,No internet service,566.5,No
2245-ADZFJ,0,Female,31,80.55,Two year,DSL,Yes,2471.6,No
7776-QGYJC,0,Female,39,81.5,Month-to-month,Fiber optic,Yes,3107.3,No
9313-QOLTZ,0,Male,26,20.9,Month-to-month,No,No internet service,518.3,No
9651-GTSAQ,0,Female,53,106.1,One year,Fiber optic,No,5769.75,Yes
3186-BAXNB,0,Female,1,91.7,Month-to-month,Fiber optic,Yes,91.7,Yes
4672-FOTSD,0,Male,12,67.25,Month-to-month,DSL,Yes,832.3,No
0637-YLETY,0,Female,16,95.6,Month-to-month,Fiber optic,No,1555.65,Yes
9818-XQCUV,0,Female,2,20.35,Month-to-month,No,No internet service,45.3,No
7338-ERIVA,0,Male,39,45.05,One year,DSL,Yes,1790.6,No
1157-BQCUW,0,Male,1,74.95,Month-to-month,Fiber optic,No,74.95,Yes
8259-NFJTV,0,Female,7,34.65,Month-to-month,DSL,Yes,246.6,No
3223-DWFIO,1,Male,4,69.35,Month-to-month,Fiber optic,No,261.65,No
2660-EMUBI,1,Male,10,95.35,Month-to-month,Fiber optic,No,898.35,Yes
6968-GMKPR,0,Female,55,81.55,Month-to-month,Fiber optic,No,4509.5,No
4751-ERMAN,0,Male,72,75.4,Two year,DSL,No,5480.25,No
1436-ZMJAN,0,Female,10,67.8,Month-to-month,DSL,No,653.15,No
3292-PBZEJ,1,Male,11,111.4,Month-to-month,Fiber optic,Yes,1183.05,No
0799-DDIHE,0,Female,15,46.3,Month-to-month,DSL,No,639.45,No
3070-FNFZQ,0,Female,23,20.4,Two year,No,No internet service,478.75,No
2812-SFXMJ,0,Male,1,20.05,Month-to-month,No,No internet service,20.05,No
7675-OZCZG,1,Female,3,45.0,Month-to-month,DSL,No,127.1,Yes
5014-WUQMG,0,Male,47,96.1,One year,Fiber optic,No,4391.45,No
5312-TSZVC,0,Female,15,19.65,One year,No,No internet service,270.6,No
2003-CKLOR,0,Male,66,99.5,Month-to-month,Fiber optic,No,6710.5,Yes
0993-OSGPT,1,Female,68,60.65,One year,DSL,Yes,3975.9,No
9254-RBFON,0,Female,17,98.6,One year,Fiber optic,Yes,1704.95,Yes
1205-WNWPJ,0,Female,7,59.5,Month-to-month,DSL,Yes,415.95,Yes
9391-EOYLI,1,Male,12,80.45,Month-to-month,Fiber optic,No,950.2,Yes
7108-DGVUU,1,Female,21,71.7,One year,DSL,No,1497.05,No
2782-JEEBU,0,Male,21,36.0,Month-to-month,DSL,Yes,780.15,No
5127-BZENZ,0,Female,56,65.2,One year,DSL,No,3512.15,No
2720-FVBQP,0,Female,6,48.95,Month-to-month,DSL,No,273.25,No
9906-NHHVC,1,Female,65,53.5,Two year,DSL,No,3517.9,No
4522-XRWWI,0,Male,42,80.45,One year,DSL,Yes,3375.9,No
3766-EJLFL,0,Female,68,109.05,Two year,Fiber optic,Yes,7508.55,No
5939-SXWHM,0,Male,48,26.3,Two year,No,No internet service,1245.05,No
8152-UOBNY,1,Female,50,106.8,One year,Fiber optic,Yes,5347.95,No
7351-KYHQH,1,Female,7,64.95,Month-to-month,DSL,No,493.65,No
7643-RCHXS,0,Female,63,19.35,Two year,No,No internet service,1263.85,No
8246-SHFGA,0,Male,17,21.1,Month-to-month,No,No internet service,385.55,No
8387-MOJJT,0,Female,42,77.95,Month-to-month,Fiber optic,No,3384,Yes
0620-XEFWH,0,Male,4,18.85,Month-to-month,No,No internet service,84.2,No
6485-QXWWE,0,Female,62,26.0,Two year,No,No internet service,1638.7,No
2761-OCIAX,1,Male,2,74.7,Month-to-month,Fiber optic,No,165.4,Yes
7321-VGNKU,0,Female,2,70.35,Month-to-month,Fiber optic,No,120.25,No
5327-CNLUQ,0,Male,48,96.9,Two year,Fiber optic,No,4473.45,No
7552-KEYGT,0,Male,27,19.55,Two year,No,No internet service,520.55,No
5816-JMLGY,0,Female,70,80.4,Two year,DSL,Yes,5717.85,No
3068-OMWZA,1,Male,1,88.8,Month-to-month,Fiber optic,No,88.8,Yes
2927-QRRQV,0,Male,46,94.65,One year,Fiber optic,No,4312.5,No
6032-KRXXO,0,Male,30,90.25,Month-to-month,Fiber optic,No,2755.35,Yes
7459-RRWQZ,0,Female,15,64.65,Month-to-month,DSL,No,994.55,Yes
6265-SXWBU,0,Male,69,95.75,One year,Fiber optic,No,6511.25,No
7941-RCJOW,0,Male,65,19.55,Two year,No,No internet service,1218.65,No
6374-NTQLP,1,Male,72,104.1,Two year,Fiber optic,Yes,7447.7,No
4154-AQUGT,1,Male,13,89.05,Month-to-month,Fiber optic,Yes,1169.35,Yes
2387-KDZQY,0,Male,17,20.1,One year,No,No internet service,279.5,No
3584-WKTTW,0,Male,51,111.55,One year,Fiber optic,Yes,5720.35,No
3399-BMLVW,0,Male,51,60.5,Two year,DSL,Yes,3121.45,No
1971-DTCZB,0,Female,72,90.95,Two year,DSL,Yes,6468.6,No
3092-IGHWF,0,Male,67,87.4,One year,Fiber optic,No,5918.8,Yes
3374-PZLXD,0,Male,34,19.7,Month-to-month,No,No internet service,675.6,No
3813-DHBBB,0,Male,67,50.95,Two year,DSL,Yes,3521.7,No
2812-REYAT,0,Female,49,20.05,One year,No,No internet service,923.1,No
6518-PPLMZ,0,Male,53,19.4,Two year,No,No internet service,1110.35,No
4939-KYYPY,0,Male,27,59.45,Month-to-month,DSL,Yes,1611.65,No
8017-LXHFA,1,Female,23,94.75,Month-to-month,Fiber optic,No,2293.6,Yes
5930-GBIWP,0,Male,69,81.5,Two year,DSL,Yes,5553.25,No
6022-KOUQO,0,Female,2,29.05,Month-to-month,DSL,Yes,44.75,No
6352-TWCAU,0,Female,35,86.45,Month-to-month,Fiber optic,No,3029.1,Yes
2361-UPSND,0,Female,46,70.6,One year,DSL,Yes,3231.05,No
6035-RIIOM,0,Female,54,97.2,Two year,Fiber optic,No,5129.45,No
2929-QNSRW,0,Female,56,98.25,One year,Fiber optic,No,5508.35,Yes
1262-OPMFY,0,Female,9,75.75,Month-to-month,Fiber optic,No,655.9,Yes
9504-DSHWM,0,Male,20,59.2,Month-to-month,DSL,Yes,1191.2,No
